Port Name,Latitude,Longitude,Port_Type,Port Size,UN/LOCODE,Source URL
Port of Arroyo Seco,"33° 7' 27"" S","60° 30' 26"" W",River Port,Small,,http://www.worldportsource.com/ports/ARG_Port_of_Arroyo_Seco_1306.php
Port of The Valley,"18° 11' 52"" N","63° 5' 36"" W","Pier, Jetty or Wharf",Small,AIVAL,http://www.worldportsource.com/ports/AIA_Port_of_The_Valley_3503.php
Port of Bundaberg,"24° 46' 2"" S","152° 23' 29"" E",Seaport,Small,AUBDB,http://www.worldportsource.com/ports/AUS_Port_of_Bundaberg_3285.php
Port of Enns *,"48° 14' 6"" N","14° 30' 42"" E",River Port,Medium,ATENA,http://www.worldportsource.com/ports/AUT_Port_of_Enns_2856.php
Port of Maryborough,"25° 17' 42"" S","152° 54' 34"" E",Harbor,Small,AUMBH,http://www.worldportsource.com/ports/AUS_Port_of_Maryborough_3301.php
Port of Wyndham,"15° 27' 5"" S","128° 6' 5"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/AUS_Port_of_Wyndham_3303.php
Port of Whyalla,"33° 2' 18"" S","137° 35' 42"" E",Seaport,Small,AUWYA,http://www.worldportsource.com/ports/AUS_Port_of_Whyalla_3306.php
Port of Whitemark,"40° 7' 19"" S","148° 0' 46"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/AUS_Port_of_Whitemark_1639.php
Port of Weipa,"12° 40' 12"" S","141° 52' 0"" E","Pier, Jetty or Wharf",Small,AUWEI,http://www.worldportsource.com/ports/AUS_Port_of_Weipa_1523.php
Useless Loop,"26° 6' 55"" S","113° 24' 47"" E","Pier, Jetty or Wharf",Very Small,AUUSL,http://www.worldportsource.com/ports/AUS_Useless_Loop_4366.php
Port of Yamba,"29° 25' 48"" S","153° 21' 12"" E",Harbor,Small,AUYBA,http://www.worldportsource.com/ports/AUS_Port_of_Yamba_713.php
Urangan Harbor,"25° 17' 42"" S","152° 54' 33"" E",Harbor,Small,AUURN,http://www.worldportsource.com/ports/AUS_Urangan_Harbor_4365.php
Triabunna Harbor,"42° 30' 40"" S","147° 54' 56"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/AUS_Triabunna_Harbor_4363.php
Port of Wallaroo,"33° 55' 39"" S","137° 37' 15"" E","Pier, Jetty or Wharf",Small,AUWAL,http://www.worldportsource.com/ports/AUS_Port_of_Wallaroo_683.php
Port of Townsville,"19° 15' 3"" S","146° 49' 46"" E",Harbor,Small,AUTSV,http://www.worldportsource.com/ports/AUS_Port_of_Townsville_712.php
Port of Spring Bay,"42° 32' 49"" S","147° 55' 51"" E","Pier, Jetty or Wharf",Small,AUSPB,http://www.worldportsource.com/ports/AUS_Port_of_Spring_Bay_1633.php
Wollongong Harbor,"34° 25' 13"" S","150° 54' 20"" E",Harbor,Small,,http://www.worldportsource.com/ports/AUS_Wollongong_Harbor_5477.php
Port of Thursday Island,"10° 35' 8"" S","142° 13' 13"" E","Pier, Jetty or Wharf",Small,AUTIS,http://www.worldportsource.com/ports/AUS_Port_of_Thursday_Island_1521.php
Port of Strahan,"42° 9' 30"" S","145° 19' 22"" E",Harbor,Small,AUSRN,http://www.worldportsource.com/ports/AUS_Port_of_Strahan_1634.php
Port of Stanley,"40° 45' 49"" S","145° 18' 0"" E","Pier, Jetty or Wharf",Very Small,AUSTA,http://www.worldportsource.com/ports/AUS_Port_of_Stanley_1635.php
Port of Smithton,"40° 49' 28"" S","145° 7' 32"" E",River Port,Very Small,AUSIO,http://www.worldportsource.com/ports/AUS_Port_of_Smithton_1636.php
Port of Skardon River,"11° 45' 26"" S","142° 4' 20"" E",River Port,Very Small,AUSKA,http://www.worldportsource.com/ports/AUS_Port_of_Skardon_River_1522.php
Port of Risdon,"42° 49' 42"" S","147° 18' 45"" E",Seaport,Small,AURDN,http://www.worldportsource.com/ports/AUS_Port_of_Risdon_4364.php
Port of Thevenard,"32° 8' 56"" S","133° 38' 32"" E","Pier, Jetty or Wharf",Very Small,AUTHE,http://www.worldportsource.com/ports/AUS_Port_of_Thevenard_682.php
Hythe,"43° 25' 58"" S","146° 58' 31"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Hythe_4360.php
Port of Portland,"38° 20' 57"" S","141° 36' 53"" E",Harbor,Small,AUPTJ,http://www.worldportsource.com/ports/AUS_Port_of_Portland_709.php
Port of Quintell Beach,"12° 47' 41"" S","143° 21' 36"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Quintell_Beach_1520.php
Port Stanvac,"35° 6' 32"" S","138° 28' 8"" E","Pier, Jetty or Wharf",Very Small,AUPST,http://www.worldportsource.com/ports/AUS_Port_Stanvac_4362.php
Port of Rapid Bay,"35° 31' 9"" S","138° 11' 5"" E","Pier, Jetty or Wharf",Small,AURAB,http://www.worldportsource.com/ports/AUS_Port_of_Rapid_Bay_3305.php
Port Latta,"40° 50' 37"" S","145° 23' 10"" E","Pier, Jetty or Wharf",Very Small,AUPLA,http://www.worldportsource.com/ports/AUS_Port_Latta_4361.php
Port of Rockhampton,"23° 51' 4"" S","151° 17' 5"" E",Seaport,Small,AUROK,http://www.worldportsource.com/ports/AUS_Port_of_Rockhampton_711.php
Port of Port Walcott,"20° 35' 28"" S","117° 10' 55"" E","Pier, Jetty or Wharf",Small,AUPWL,http://www.worldportsource.com/ports/AUS_Port_of_Port_Walcott_3304.php
Port of Port Kembla *,"34° 27' 45"" S","150° 53' 58"" E",Seaport,Medium,AUPKL,http://www.worldportsource.com/ports/AUS_Port_of_Port_Kembla_706.php
Port Lincoln,"34° 43' 6"" S","135° 52' 16"" E","Pier, Jetty or Wharf",Very Small,AUPLO,http://www.worldportsource.com/ports/AUS_Port_Lincoln_680.php
Port Pirie,"33° 10' 37"" S","138° 0' 41"" E",Seaport,Small,AUPPI,http://www.worldportsource.com/ports/AUS_Port_Pirie_681.php
Port Huon,"43° 9' 36"" S","146° 58' 5"" E",Harbor,Very Small,AUPHU,http://www.worldportsource.com/ports/AUS_Port_Huon_4358.php
Port of Hedland,"20° 19' 3"" S","118° 34' 37"" E",Seaport,Small,AUPHE,http://www.worldportsource.com/ports/AUS_Port_of_Hedland_708.php
Port Augusta,"32° 29' 19"" S","137° 45' 38"" E",Harbor,Very Small,AUPUG,http://www.worldportsource.com/ports/AUS_Port_Augusta_4357.php
Port of Port Alma,"23° 35' 5"" S","150° 51' 39"" E","Pier, Jetty or Wharf",Small,AUPTL,http://www.worldportsource.com/ports/AUS_Port_of_Port_Alma_710.php
Port of Perth,"31° 57' 55"" S","115° 51' 31"" E",Harbor,Small,,http://www.worldportsource.com/ports/AUS_Port_of_Perth_4355.php
Port of Penneshaw,"35° 43' 2"" S","137° 56' 33"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Penneshaw_4354.php
Port Giles,"35° 1' 20"" S","137° 45' 50"" E","Pier, Jetty or Wharf",Very Small,AUPGI,http://www.worldportsource.com/ports/AUS_Port_Giles_684.php
Port of Port Bonython,"33° 0' 1"" S","137° 45' 43"" E","Pier, Jetty or Wharf",Small,AUPBY,http://www.worldportsource.com/ports/AUS_Port_of_Port_Bonython_3307.php
Port of Point Murat,"21° 49' 0"" S","114° 11' 27"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Point_Murat_4345.php
Port of Mourilyan,"17° 35' 57"" S","146° 7' 26"" E","Pier, Jetty or Wharf",Very Small,AUMOU,http://www.worldportsource.com/ports/AUS_Port_of_Mourilyan_1518.php
Port of Pinkenba,"27° 25' 41"" S","153° 7' 14"" E",Seaport,Small,,http://www.worldportsource.com/ports/AUS_Port_of_Pinkenba_4356.php
Port of Kwinana,"32° 14' 9"" S","115° 45' 30"" E",Seaport,Small,AUKWI,http://www.worldportsource.com/ports/AUS_Port_of_Kwinana_4352.php
Port of Milner Bay,"13° 51' 35"" S","136° 25' 1"" E","Pier, Jetty or Wharf",Small,AUMIB,http://www.worldportsource.com/ports/AUS_Port_of_Milner_Bay_3302.php
Mackay Seaport,"21° 6' 30"" S","149° 13' 40"" E",Harbor,Small,AUMKY,http://www.worldportsource.com/ports/AUS_Mackay_Seaport_493.php
Port of Long Reach,"41° 9' 53"" S","146° 55' 37"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/AUS_Port_of_Long_Reach_4353.php
Port of Lady Barron,"40° 12' 51"" S","148° 14' 34"" E","Pier, Jetty or Wharf",Small,AULAB,http://www.worldportsource.com/ports/AUS_Port_of_Lady_Barron_1640.php
Port of Nhulunbuy,"12° 12' 4"" S","136° 40' 38"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/AUS_Port_of_Nhulunbuy_3282.php
Klein Point,"34° 57' 39"" S","137° 46' 28"" E","Pier, Jetty or Wharf",Very Small,AUKLP,http://www.worldportsource.com/ports/AUS_Klein_Point_685.php
Port of Koolan Island,"16° 8' 48"" S","123° 44' 59"" E","Pier, Jetty or Wharf",Very Small,AUKOI,http://www.worldportsource.com/ports/AUS_Port_of_Koolan_Island_3284.php
Port of Kingscote,"35° 39' 18"" S","137° 38' 35"" E","Pier, Jetty or Wharf",Very Small,AUKGC,http://www.worldportsource.com/ports/AUS_Port_of_Kingscote_4351.php
Port of Karumba,"17° 29' 22"" S","140° 50' 0"" E",River Port,Small,AUKRB,http://www.worldportsource.com/ports/AUS_Port_of_Karumba_492.php
Port of Innisfail,"17° 31' 26"" S","146° 1' 58"" E",River Port,Very Small,AUIFL,http://www.worldportsource.com/ports/AUS_Port_of_Innisfail_4350.php
Port of Lucinda,"18° 31' 28"" S","146° 21' 3"" E","Pier, Jetty or Wharf",Very Small,AULUC,http://www.worldportsource.com/ports/AUS_Port_of_Lucinda_1516.php
Port of Hobart,"42° 52' 49"" S","147° 20' 14"" E",Harbor,Small,AUHBA,http://www.worldportsource.com/ports/AUS_Port_of_Hobart_491.php
Port of Hastings,"38° 18' 24"" S","145° 13' 36"" E",Seaport,Small,AUHAS,http://www.worldportsource.com/ports/AUS_Port_of_Hastings_4342.php
Port of Geraldton,"28° 46' 22"" S","114° 36' 4"" E",Seaport,Small,AUGET,http://www.worldportsource.com/ports/AUS_Port_of_Geraldton_705.php
Port of George Town,"41° 6' 35"" S","146° 49' 20"" E",Harbor,Very Small,AUGEE,http://www.worldportsource.com/ports/AUS_Port_of_George_Town_4349.php
Port of Grassy,"40° 3' 53"" S","144° 3' 45"" E",Harbor,Very Small,AUGRA,http://www.worldportsource.com/ports/AUS_Port_of_Grassy_1637.php
Port of Exmouth,"21° 57' 17"" S","114° 8' 9"" E",Harbor,Very Small,AUPEX,http://www.worldportsource.com/ports/AUS_Port_of_Exmouth_4344.php
Port of Eden,"37° 4' 19"" S","149° 54' 30"" E",Off-Shore Terminal,Small,AUQDN,http://www.worldportsource.com/ports/AUS_Port_of_Eden_704.php
Esperance Port Authority,"33° 52' 19"" S","121° 53' 57"" E",Seaport,Small,AUEPR,http://www.worldportsource.com/ports/AUS_Esperance_Port_Authority_489.php
Port of Echuca,"36° 7' 7"" S","144° 44' 56"" E",River Port,Very Small,AUECH,http://www.worldportsource.com/ports/AUS_Port_of_Echuca_703.php
Port of Hay Point,"21° 16' 6"" S","149° 18' 4"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/AUS_Port_of_Hay_Point_1515.php
Port of Fisherman Islands,"27° 26' 41"" S","153° 4' 29"" E",Seaport,Small,AUFIS,http://www.worldportsource.com/ports/AUS_Port_of_Fisherman_Islands_4348.php
Dover Harbor,"43° 19' 7"" S","147° 1' 21"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Dover_Harbor_4359.php
Port of Finucane Island,"20° 18' 39"" S","118° 33' 53"" E",Seaport,Medium,,http://www.worldportsource.com/ports/AUS_Port_of_Finucane_Island_4347.php
Port of Devonport,"41° 10' 4"" S","146° 22' 5"" E",Harbor,Small,AUDPO,http://www.worldportsource.com/ports/AUS_Port_of_Devonport_1631.php
Port of Derby,"17° 17' 32"" S","123° 36' 29"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Derby_5217.php
Port of Dampier,"20° 38' 48"" S","116° 41' 42"" E","Pier, Jetty or Wharf",Very Small,AUDAM,http://www.worldportsource.com/ports/AUS_Port_of_Dampier_1630.php
Port of Currie,"39° 55' 33"" S","143° 50' 28"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Currie_1638.php
Port of Carnarvon,"24° 53' 42"" S","113° 38' 54"" E",Harbor,Small,,http://www.worldportsource.com/ports/AUS_Port_of_Carnarvon_4339.php
Coffs Harbour,"30° 18' 27"" S","153° 8' 46"" E",Harbor,Small,AUCFS,http://www.worldportsource.com/ports/AUS_Coffs_Harbour_4340.php
Port of Cape Jervis,"35° 36' 21"" S","138° 5' 39"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Cape_Jervis_4338.php
Port of Cape Flattery,"14° 59' 3"" S","145° 21' 10"" E","Pier, Jetty or Wharf",Very Small,AUCQP,http://www.worldportsource.com/ports/AUS_Port_of_Cape_Flattery_1519.php
Port of Cape Cuvier,"24° 13' 19"" S","113° 23' 42"" E","Pier, Jetty or Wharf",Very Small,AUCCU,http://www.worldportsource.com/ports/AUS_Port_of_Cape_Cuvier_4337.php
Port of Cooktown,"15° 27' 35"" S","145° 14' 59"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Cooktown_4328.php
Port of Catherine Hill Bay,"33° 9' 36"" S","151° 37' 55"" E","Pier, Jetty or Wharf",Very Small,AUCHB,http://www.worldportsource.com/ports/AUS_Port_of_Catherine_Hill_Bay_3300.php
Cairns Seaport,"16° 55' 47"" S","145° 46' 50"" E",Seaport,Small,AUCNS,http://www.worldportsource.com/ports/AUS_Cairns_Seaport_701.php
Port of Busselton,"33° 38' 16"" S","115° 20' 25"" E","Pier, Jetty or Wharf",Very Small,AUBUS,http://www.worldportsource.com/ports/AUS_Port_of_Busselton_4336.php
Port of Crib Point,"38° 21' 45"" S","145° 13' 37"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Crib_Point_4341.php
Port of Burnie,"41° 3' 10"" S","145° 54' 46"" E",Harbor,Small,AUBWT,http://www.worldportsource.com/ports/AUS_Port_of_Burnie_488.php
Port of Bunbury,"33° 18' 55"" S","115° 39' 7"" E",Seaport,Small,AUBUY,http://www.worldportsource.com/ports/AUS_Port_of_Bunbury_687.php
Port of Burketown,"17° 33' 13"" S","139° 44' 26"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/AUS_Port_of_Burketown_4329.php
Port Botany *,"33° 58' 23"" S","151° 12' 54"" E",Seaport,Medium,AUBTB,http://www.worldportsource.com/ports/AUS_Port_Botany_1643.php
Port of Bing Bong,"15° 37' 39"" S","136° 23' 21"" E","Pier, Jetty or Wharf",Very Small,AUBBG,http://www.worldportsource.com/ports/AUS_Port_of_Bing_Bong_4333.php
Beauty Point Harbour,"41° 9' 16"" S","146° 49' 23"" E",Harbor,Small,AULST,http://www.worldportsource.com/ports/AUS_Beauty_Point_Harbour_4332.php
Port of Broome,"18° 0' 9"" S","122° 12' 52"" E","Pier, Jetty or Wharf",Very Small,AUBME,http://www.worldportsource.com/ports/AUS_Port_of_Broome_686.php
Port of Barrow Island,"20° 43' 33"" S","115° 28' 24"" E","Pier, Jetty or Wharf",Very Small,AUBWB,http://www.worldportsource.com/ports/AUS_Port_of_Barrow_Island_4331.php
Port of Ballast Head,"35° 45' 26"" S","137° 48' 6"" E","Pier, Jetty or Wharf",Very Small,AUBAH,http://www.worldportsource.com/ports/AUS_Port_of_Ballast_Head_3283.php
Port of Bowen,"20° 1' 15"" S","148° 15' 3"" E","Pier, Jetty or Wharf",Very Small,AUZBO,http://www.worldportsource.com/ports/AUS_Port_of_Bowen_4335.php
Port of Ardossan,"34° 26' 16"" S","137° 55' 10"" E","Pier, Jetty or Wharf",Very Small,AUARD,http://www.worldportsource.com/ports/AUS_Port_of_Ardossan_503.php
Port of Newcastle *,"32° 54' 27"" S","151° 46' 14"" E",Seaport,Medium,AUNTL,http://www.worldportsource.com/ports/AUS_Port_of_Newcastle_707.php
Port of Bell Bay,"41° 8' 13"" S","146° 51' 36"" E",Seaport,Small,AUBEL,http://www.worldportsource.com/ports/AUS_Port_of_Bell_Bay_1632.php
Port of Albany,"35° 1' 54"" S","117° 53' 19"" E",Deepwater Seaport,Small,AUALH,http://www.worldportsource.com/ports/AUS_Port_of_Albany_3281.php
Port of Abbot Point,"19° 52' 57"" S","148° 4' 39"" E","Pier, Jetty or Wharf",Very Small,AUABP,http://www.worldportsource.com/ports/AUS_Port_of_Abbot_Point_1517.php
Port of Sydney *,"33° 51' 44"" S","151° 11' 33"" E",Deepwater Seaport,Large,AUSYD,http://www.worldportsource.com/ports/AUS_Port_of_Sydney_146.php
Port of Gladstone *,"23° 49' 48"" S","151° 15' 10"" E",Seaport,Medium,AUGLT,http://www.worldportsource.com/ports/AUS_Port_of_Gladstone_490.php
Port of Geelong *,"38° 7' 36"" S","144° 23' 23"" E",Seaport,Medium,AUGEX,http://www.worldportsource.com/ports/AUS_Port_of_Geelong_1644.php
Port of Melbourne *,"37° 49' 58"" S","144° 55' 3"" E",Deepwater Seaport,Very Large,AUMEL,http://www.worldportsource.com/ports/AUS_Port_of_Melbourne_494.php
Port of Darwin *,"12° 28' 13"" S","130° 51' 28"" E",Seaport,Medium,AUDRW,http://www.worldportsource.com/ports/AUS_Port_of_Darwin_702.php
Port of Brisbane *,"27° 22' 57"" S","153° 10' 10"" E",Seaport,Large,AUBNE,http://www.worldportsource.com/ports/AUS_Port_of_Brisbane_40.php
Port of Zarate,"34° 5' 56"" S","59° 0' 28"" W",River Port,Small,ARZAE,http://www.worldportsource.com/ports/ARG_Port_of_Zarate_205.php
Port of Adelaide *,"34° 47' 57"" S","138° 30' 45"" E",Seaport,Medium,AUADL,http://www.worldportsource.com/ports/AUS_Port_of_Adelaide_23.php
Port of Villa Constitucion,"33° 13' 23"" S","60° 19' 27"" W",River Port,Small,ARVCN,http://www.worldportsource.com/ports/ARG_Port_of_Villa_Constitucion_1313.php
Fremantle Port *,"32° 2' 51"" S","115° 44' 27"" E",Seaport,Medium,AUFRE,http://www.worldportsource.com/ports/AUS_Fremantle_Port_245.php
Port of Santa Fe *,"31° 39' 6"" S","60° 42' 0"" W",River Port,Medium,ARSFN,http://www.worldportsource.com/ports/ARG_Port_of_Santa_Fe_1311.php
Port of Airlie Island,"21° 19' 24"" S","115° 10' 3"" E","Pier, Jetty or Wharf",Very Small,AUAIR,http://www.worldportsource.com/ports/AUS_Port_of_Airlie_Island_4330.php
Port of San Pedro,"33° 41' 5"" S","59° 38' 29"" W",River Port,Small,,http://www.worldportsource.com/ports/ARG_Port_of_San_Pedro_211.php
Port of San Sebastian,"53° 18' 42"" S","68° 15' 57"" W",Off-Shore Terminal,Very Small,ARSSN,http://www.worldportsource.com/ports/ARG_Port_of_San_Sebastian_1302.php
Port of Ushuaia,"54° 48' 34"" S","68° 18' 5"" W",Harbor,Small,ARUSH,http://www.worldportsource.com/ports/ARG_Port_of_Ushuaia_1305.php
Port of San Julian,"49° 17' 59"" S","67° 43' 13"" W","Pier, Jetty or Wharf",Very Small,ARULA,http://www.worldportsource.com/ports/ARG_Port_of_San_Julian_1295.php
Port of Rio Gallegos,"51° 36' 42"" S","69° 13' 9"" W","Pier, Jetty or Wharf",Very Small,ARRGL,http://www.worldportsource.com/ports/ARG_Port_of_Rio_Gallegos_1298.php
Port of San Lorenzo,"32° 46' 21"" S","60° 43' 4"" W",River Port,Small,ARSLO,http://www.worldportsource.com/ports/ARG_Port_of_San_Lorenzo_1308.php
Rio Cullen Marine Terminal,"52° 53' 29"" S","68° 20' 20"" W",Off-Shore Terminal,Very Small,,http://www.worldportsource.com/ports/ARG_Rio_Cullen_Marine_Terminal_4327.php
Port of San Antonio Oeste,"40° 47' 53"" S","64° 53' 7"" W","Pier, Jetty or Wharf",Very Small,AROES,http://www.worldportsource.com/ports/ARG_Port_of_San_Antonio_Oeste_1294.php
Port of Rawson,"43° 20' 21"" S","65° 3' 34"" W",Harbor,Small,ARRWO,http://www.worldportsource.com/ports/ARG_Port_of_Rawson_1764.php
Puerto Rosario Ente Administrador (ENAPRO),"32° 58' 27"" S","60° 37' 6"" W",River Port,Small,ARROS,http://www.worldportsource.com/ports/ARG_Puerto_Rosario_Ente_Administrador_ENAPRO__87.php
Port of Ramallo,"33° 28' 42"" S","59° 59' 42"" W",River Port,Small,ARRAM,http://www.worldportsource.com/ports/ARG_Port_of_Ramallo_1310.php
Puerto Quequen *,"38° 34' 32"" S","58° 43' 2"" W",Seaport,Medium,ARQQN,http://www.worldportsource.com/ports/ARG_Puerto_Quequen_203.php
Port of Rio Grande,"53° 47' 40"" S","67° 42' 14"" W",Harbor,Medium,ARRGA,http://www.worldportsource.com/ports/ARG_Port_of_Rio_Grande_1304.php
Port of Punta Quilla,"50° 7' 0"" S","68° 24' 38"" W","Pier, Jetty or Wharf",Very Small,ARPQU,http://www.worldportsource.com/ports/ARG_Port_of_Punta_Quilla_1296.php
Punta Loyola,"51° 36' 40"" S","69° 0' 35"" W","Pier, Jetty or Wharf",Small,ARPLO,http://www.worldportsource.com/ports/ARG_Punta_Loyola_4325.php
Port Coronel Rosales,"38° 55' 26"" S","62° 4' 21"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/ARG_Port_Coronel_Rosales_186.php
Puerto Parana,"31° 42' 43"" S","60° 32' 2"" W",River Port,Small,ARPRA,http://www.worldportsource.com/ports/ARG_Puerto_Parana_4323.php
Puerto Martins,"33° 26' 38"" S","60° 3' 30"" W",River Port,Very Small,,http://www.worldportsource.com/ports/ARG_Puerto_Martins_4322.php
Puerto Ingeniero White,"38° 47' 31"" S","62° 15' 56"" W",Seaport,Small,,http://www.worldportsource.com/ports/ARG_Puerto_Ingeniero_White_4321.php
Punta Colorada,"41° 41' 48"" S","65° 0' 59"" W","Pier, Jetty or Wharf",Very Small,ARPCO,http://www.worldportsource.com/ports/ARG_Punta_Colorada_4324.php
Puerto Santa Cruz,"50° 1' 11"" S","68° 31' 12"" W","Pier, Jetty or Wharf",Very Small,ARRZA,http://www.worldportsource.com/ports/ARG_Puerto_Santa_Cruz_4326.php
Puerto Acevedo,"33° 15' 9"" S","60° 17' 14"" W",River Port,Small,,http://www.worldportsource.com/ports/ARG_Puerto_Acevedo_4318.php
"Puerto Belgrano	","38° 53' 40"" S","62° 6' 5"" W",Harbor,Small,ARPBG,http://www.worldportsource.com/ports/ARG_Puerto_Belgrano__4319.php
Puerto Madryn,"42° 44' 10"" S","65° 2' 0"" W","Pier, Jetty or Wharf",Very Small,ARPMY,http://www.worldportsource.com/ports/ARG_Puerto_Madryn_1297.php
Port of Posadas,"27° 21' 40"" S","55° 53' 9"" W",River Port,Small,ARPSS,http://www.worldportsource.com/ports/ARG_Port_of_Posadas_1766.php
Puerto Galvan,"38° 46' 59"" S","62° 18' 3"" W",Seaport,Small,ARPGV,http://www.worldportsource.com/ports/ARG_Puerto_Galvan_4320.php
Port of Ingeniero Buitrango,"33° 27' 9"" S","60° 2' 33"" W",River Port,Small,,http://www.worldportsource.com/ports/ARG_Port_of_Ingeniero_Buitrango_4317.php
Port of Puerto Deseado *,"47° 45' 20"" S","65° 54' 23"" W",Seaport,Medium,ARPUD,http://www.worldportsource.com/ports/ARG_Port_of_Puerto_Deseado_1293.php
Port of Ibicuy,"33° 45' 25"" S","59° 10' 41"" W",River Port,Small,ARIBY,http://www.worldportsource.com/ports/ARG_Port_of_Ibicuy_1307.php
Port of General Lagos,"33° 4' 55"" S","60° 33' 1"" W",River Port,Small,,http://www.worldportsource.com/ports/ARG_Port_of_General_Lagos_4316.php
